LISTA DE ARTICULOS Nº 195 VIGENCIA 13/03/2024,,,
,RESORTES AUTOMOTOR,PRECIO UNIT,
CAR186,LUSTRA LIJADORA Mod. LAR23,11803.207,
CAR187,LIJ. ORB. ,12540.610,
CAR188,TAL. 10mm.,11065.124,
CAR183,AM. 4 1/2 BP15 Y RECTIFICADORA,12540.610,
,,,
ART. Nº,RYOBI,,
CAR264,AM. 4” G 100 TALADRO Mod. D1921- D1900 – Mod. 1410,11803.207,
,CALADORA Mod. 1560 – ATORNILLADOR Mod. 3800,0.000,
CAR191,AM. Mod. G180 / 230 – INGLETADORA Mod. TS380,14014.736,
CAR192,CEPILLO CHICO Mod. 1323,11065.124,
CAR21042,SIERRA CIRCULAR 7 ¼ “,11065.124,
,LIJ. DE BANDA MOD. BE-424 B-7075,0.000,
CAR193,AM.  4 ¼ “ Mod. G1151A,12540.610,
CAR194,AM. 7” y 9” Mod. G1830 / 2360 CL,14754.405,
CAR195,LLAVE IMPACTO Mod. IW 1400,12540.610,
CAR196,TAL. ROTOPERCUTOR Mod. P/ R175/A,11803.207,
CAR197,LIJ. ORB. Mod. SB 6200 – L400,12540.610,
CAR262,AM. ANG. A1800D. – R500 – SC 360,10277.647,
CAR21023,LIJ. ORBITAL ,7451.181,
CAR21043,CORTADORA HORMIGÓN Mod. C100A,11065.124,
,,,
ART. Nº,SKIL,,
CAR269,GARLOPA,13200.523,
CAR21024,SIERRA Mod. 538 / 571  7 ¼  5150 – 5250 ,8114.832,
CAR268,TAL. CALAD. CORTACERCOS Mod. 560/503 S,9774.867,
,LIJADORA Mod. 7313 – 600watts,0.000,
CAR204,AM. 4 ½ “ Mod. 9410 – 660 WATTS,11065.124,
CAR21044,SIERRA CIRCULAR,11803.207,
CAR198,ATORNILLADOR Mod. 9006,12540.610,
CAR220,AM. 7” Mod. 9651 / 9652 – 80  1800 WATTS,18439.948,
,AM. 9” Mod. 9661  – 80  1800 WATTS / 7” y 9” Mod. 97612  – 80 2300 WATTS,0.000,
,"AMOL. ANGULAR 7"" MOD 9777 2000 W",0.000,
CAR315S,TAL. 13 MM MOD. 6438,10328.627,
CAR21005,"AMOL. ANGULAR 4 1/2"" 115 MM MOD. 9003 720 W",12573.464,
CAR21004,TAL. CON PERCUTOR 10 MM 450 W,12573.464,
CAR852,SIERRA CIRCULAR 7 1/4 MOD 5300,14014.736,
CAR21045,"AMOLADORA ANG. 115-700W 6X8,8X20",14020.174,
,,,
ART. Nº,SPIT,,
CAR511,SPIT AM. 7” y 9” Mod. M230E ( DW301 ),18439.948,
CAR312,SPIT AM. 5” Mod. M125E  C/ LUZ SERVICIO ,14754.405,
CAR218,TAL. ROTO PERC. Mod. 322,12573.464,
CAR213,TAL. DEMOLEDOR Mod. 490,14014.736,
CAR200,TAL. ROTO PERC. Mod. 335,14014.736,
,,,
ART. Nº,STAYER,,
CAR21038,AM. 7” y 9” Mod. SA 295 / 297 – SENSITIVA Mod. TV 507,20116.183,
CAR21026,AM.  4 ½ “ Mod. SA 107 / AM. RECTA Mod. SD 25-A,7451.181,
CAR270,AM. 7” y 9” ,14754.405,
CAR21025,AM. 7” y 9” SA 10 / 12,18439.948,
,,,
ART. Nº,STINGRAY,,
CAR315ST,TAL. 10-20 mm. Mod. ZIJ – 20T 600W,10328.627,
,TAL. PISTOLA 16mm. Mod. ZIJ200 – 136T 650W,0.000,
CAR21016,AM. 7” Mod. SIM –180 C – 1200 W,13279.373,
CAR219,LUST. LIJ. ANGULAR 7” Mod. ZIB –25P / P815W,14014.736,
CAR286,SIERRA CIRC. Mod. M1Y – ZO – 180 - 130W,14014.736,
CAR399,TAL.10mm.  ZIJ–KR– 10A/ AM. 4 ½  SIM-ZUOS-150-650W (1 GUIA),11050.283,
CAR214,"CORTADORA SENSITIVA 14""",14754.405,
CAR221,SIERRA  CIRC. P/CONCRETO Mod ZIE 180 PRO,13279.373,
,,,
ART. Nº,VERSA,,
CAR551,TAL. DE MANO MOD KPHDO306 380 W,11048.131,
CAR552,TAL DE IMPACTO VEL VARIABLE MOD KPIDO807 810 W,11048.131,
CAR553,TAL. MANO VEL VARIABLE MOD KPIDO 507 550 W,11048.131,
CAR554,AM. ANGULAR MOD KPAGO507 500 W,11048.131,
CAR555,AM. ANGULAR MOD KPAGO705 750 W,11048.131,
CAR556,AM. ANGULAR MOD KPAGO911 950 W,14014.736,
CAR557,AM. ANGULAR MOD KPAG2002 2400 W,16228.192,
CAR558,CAL.ELECTRICA MOD KPJS0704 750 W,11048.131,
CAR559,CORTADORA SENSTIVA MOD A270 2200 W,14754.405,
CAR560,MINI DRILL VEL. VARIABLE POTENCIA  130 W ,10537.420,
CAR561,TAL. RECARGABLE MOD KPCDO217 VEL. VARIABLE,11048.131,
CAR562,TALADRO DE IMPACTO MOD KPSTO102 1200 W,13279.373,
CAR563,TALADRO ROTOPERCUTOR MOD KPRHO602 780 W,12540.610,
CAR564,FRESADOARA DE MANO MOD KPER1203  1250 W,11065.124,
CAR565,ACANALADORA DE MUROS MOD KPEHO901 930 W,12909.595,
,,,
ART. Nº,ENCERADORAS VARIAS,,
CAR402,ENCERADORA YELMO-ULTACOMB-ELECTROLUX,13273.595,
CAR403,ENCERADORA  YELMO EXTRACHATAS -ULTRACOMB,13273.595,
,,,
ART. Nº,ASPIRADORAS VARIAS,,
CAR174,ASPIRADOARA INDUSTRIAL DIXTEL,14754.405,
CAR320,ASPIRADORA INDUSTRIAL ,14667.739,
CAR404,ASPIRADORA INDUSTRIAL YELMO INTERNAC,13273.595,
CAR405,ASPIRADORA INDUSTRIAL KLIMBO  1-ULTRACOMB,13273.595,
CAR406,ASPIRADORA YELMO JET,13273.595,
CAR407,ASPIRADORA INDUSTRIALDISPROMAQ - TURBION-DISTOR,13964.209,
CAR408,ASPIRADORA IND.ALOÑA,13964.209,
CAR500,ASPIRADORAS INDUSTRIAL VARIAS,18439.948,
CAR409,ASPIRADORA TURBION-DIXTEL,14751.686,
CAR410,ASPIRADORAS AMET-MOULINEX,14751.686,
CAR411,LUSTRA ASPIRADORA PHILIPS,11451.442,
CAR412,BARRE ALFOMBRAS RS,6555.512,
CAR381,ASPIRADORA SAMSUNG HOME CLEAN  1100 W,11451.442,
,,,
ART. Nº,BATIDORAS VARIAS,,
CAR413,BATIDORA KENWOOD,6874.876,
CAR414,BATIDORA YELMO -PROCESA-EXPRIMIDORA ULTRACOM,6874.876,
CAR415,BATIDORA MANUAL YELMO RS,6874.876,
,,,
ART. Nº,MAQUINA DE COSER,,
CAR416,MAQ..DE COSER SINGER FAMILIAR RS,6874.876,
CAR417,MAQ. DE COSER GODECO,6874.876,
CAR418,MAQ.DE COSER NECHI,6874.876,
CAR419,MAQ. DE COSE C/MOTOR MOTORMECH,6874.876,
CAR420,MAQ.DE COSER SINGER INDUSTRIAL RS,6874.876,
CAR421,TORNO DENTAL FLEXIBOMB RS,6874.876,
,,,
ART. Nº,BORDEADORAS,,
CAR172,BORDEADORA PLUMITA,6757.621,
CAR21031,BORDEADORAS,6757.621,
CAR21050,BORDEADORA PLUMITA MOD.NUEVO,10332.026,
,,,
ART. Nº,LAVARROPAS AUTOMATICAS,,
CAR173,LAV. AURORA-KENIA-ELECTROLUX 1000,14754.405,
CAR164,LAV. AUTOMATICO CONCEP-ARISTON-ZANELLA,11803.207,
CAR161,"LAV,AUTOMATICO-KENT-GENERAL RLECTRIC",14754.405,
CAR171,"LAV,AUTOMATICO ARISTON ZANELLA-KENIA-WHIRÓOL",18439.948,
CAR163,"LAV, AUTOMATICO DREAN",14754.405,
CAR170,LAV. GENERAL ELECTRIC MOD 7700-7800,14754.405,
CAR168,LAV ARNO,11803.207,
CAR169,"LAV, ELECTROLUX",14754.405,
,,,
ART. Nº,ASINCRON Y SISTEMAS DE AIRE ACONDICIONADO,,
CAR31001,LAZO NUEVO (FRONTAL),26287.416,
CAR31002,LAZO NUEVO (COMUN),29606.580,
CAR31003,LAZO (CHICO),26287.416,
CAR31004,THERMO KING X 4,96366.083,
CAR31005,THERMO KING X 2,47478.832,
CAR31006,"A/AC, OMNIBUS X 2",53480.131,
CAR31007,"A/AC, CARRIER X 2",112493.107,
,,,
,,,
,,,
,,,
ART. Nº,PRODUCTOS NUEVOS,,
CAR364,MINITORNO 160W,11050.283,
CAR365,TAL. PERCUTOR 10 MM,18439.948,
CAR366,ROTOMARTILLO,13273.595,
CAR367,MARTILLO DEMOLEDOR,14754.405,
CAR368,AMOLAD. ANGULAR 115,13273.595,
CAR369,AMOLAD. ANGULAR 2200 W,14754.405,
CAR370,MINITORNO MANUAL,11050.283,
CAR371,TALADRO PERCUTOR 13 MM 950 W,11797.769,
CAR372,TALADRO PERCUTOR 13 MM 1050 W,14021.307,
CAR373,LIJADOR ORBITAL,11050.283,
CAR374,LIJADORA DE BANDA 800 W,14754.405,
CAR375,SIERRA CIRCULAR 1800 W,14754.405,
CAR376,AMOLAD. ANGULAR 2300 W,14754.405,
CAR377,AMOLAD. ANGULAR 1800 W,14754.405,
CAR378,SIERRA INGLETADORA 1800 W,14754.405,
CAR379,AMOLAD. ANGULAR 2300 W,14754.405,
CAR430,taladro a percucion 13 MM,10328.627,
CAR431,taladro a percucion 10 MM,10328.627,
CAR448,ACALADADORA DE MURO -AM 615,11065.124,
CAR449,rotomart.electr.,13279.373,
CAR460,AMOLADORA 4 1/2,14521.935,
CAR524,lijadora,10332.026,
CAR566,atornillador 750w,14014.736,
CAR567,taladro 600w,14754.405,
CAR576,BULIT TAL PERC. 13 MM 450 W,10328.627,
CAR577,BULIT TAL PERC. 13 MM 500 W,10668.157,
CAR578,BULIT TAL PERC. 13 MM 710 W,14754.405,
CAR579,BULIT TAL AMOL. 115 MM 500 W,7743.695,
CAR580,BULIT TAL AMOL. 115 MM 950 W,10668.157,
CAR581,caladora 350w,11050.283,
CAR582,caladora 710w,11050.283,
CAR583,circular 1600w,12573.464,
CAR584,lijadora 200w,11050.283,
CAR585,minitorno 160w,8181.673,
CAR651,"am 4 1/2""",10668.157,
CAR652,"am 7""",16228.192,
CAR653,am. Ang.115 900w,10328.627,
CAR654,sierra circular 1200w,15122.031,
CAR655,tal. Percutor ,14014.736,
CAR701,tal.percutor 500w,9590.092,
CAR702,tal.percutor 800w,14014.736,
CAR703,amol.ang.640w,10328.627,
CAR704,amol.ang.750w,10668.157,
CAR705,amol.ang.2100w,15122.031,
CAR706,lijadora orbital,9590.092,
CAR707,lijadora orbital,10328.627,
CAR708,lustralijadora,12540.610,
CAR709,lijadora de banda,10328.627,
CAR710,sierra circular,14014.736,
CAR711,sierra circular,15122.031,
CAR712,sierra circular,10328.627,
CAR713,sierra caladoa,11050.283,
CAR714,cortadora sensitiva,14754.405,
CAR715,sierra ingletadora,14014.736,
CAR716,sierra ingletadora,15122.031,
CAR717,equipo para pintar,14754.405,
CAR718,aspiradora industrial,20622.362,
CAR719,taladro percutor,14014.736,
CAR953,Martillo electro neumatico GBH 50 CE,20622.362,
CAR954,TAL.MOD. GBM 23-2,18439.948,
CAR21029,TALADRO ELECTROBOMBA12 V COBRE,26968.627,
CAR21030C,TALADRO 12 V COBRE,26968.627,
CAR21055,TALADRO PERCUTOR MOD 7960 AR 500 W,12909.595,
CAR21058,AMOLADORA 900 W KG 915,12970.771,
CAR21247,MARTILLO ROTATIVO DE 30 MM,14014.736,
CAR21248,MARTILLO DEMOLICION MOD. HM 1202,14754.405,
CAR21249,MARTILLO DEMOLICION MOD. HM 1810 900 W,14773.778,
CAR21250,MARTILLO DEMOLICION MOD. HM 1810 1240 W,15122.031,
CAR21450,"lustralijadora wp1300 7""",10328.627,
CAR21451,CORTADORA SENSITIVA MOD.734 2200W,8611.948,
CAR21452,martilo demoledor mod.745,14929.098,
CAR21453,am.115mm aa1025,14929.100,
CAR751,Amolad. Angular Experto 800-1150w,14754.410,
0,0,0.000,
,,,
,,,
,,,
,CARBONES,PRECIO UNIT.,
,DESCRIPCION,LISTA 1,
CAR9018,"J. CARBON-  MAKITA- AMOLADORA 4½"" (CB 303 5020 5021 /B&D 474 368 703)",10133.732,
CAR9038,"J. CARBON-  BLACK & DECKERT-  AMOLADORA 4½"" (KD960 970 975 990)",10133.732,
CAR9039,J. CARBON-  SKIL-  SIERRA- (4600 CON RANURA),10133.732,
CAR9041,J. CARBON-  DEWALT-  (D28415 28420 28430),13334.729,
CAR9052,J. CARBON-  DEWALT-  TALADRO (D25112 25113 25114),9602.008,
CAR9054,J. CARBON-  SKIL-  TALADROS (503 541 560 559),6860.000,
CAR9058,J. CARBON-  SKIL- AMOLADORA  115mm (9004),8107.101,
CAR9059,"J. CARBON-  SKIL- AMOLADORA 4½"" (9003 9371 9376)",8000.936,
CAR9060,"J. CARBON-  SKIL-  AMOLADORA 4½"" (9006)",10138.484,
CAR9066,J. CARBON-  DREMMELL-  TALADROS (220 VOLTS),8000.936,
CAR9070,J. CARBON-  SKIL-  SIERRA CIRCULAR 5600,10133.732,
CAR9089,J. CARBON-  DOWEN PAGIO / BTA ROTOMARTILLO 9993832,10668.570,
CAR9090,J. CARBON-  STANLEY-  SIERRA (STST1825  B&D BDTS 1800),10133.732,
CAR90243,J. CARBON-  BTA AMOLADORA ANGULAR 230mm (BTA CROWN CHINAS),10668.570,
CAR9108,J. CARBON-  BOSCH- MARTILLOS (GSH 27VC)  D. PAGGIO ROTOMART. 3934,10668.570,
CAR9111,J. CARBON-  DEWALT-  ROTOMARTILLO (D25012 25013),8000.936,
CAR9120,"J. CARBON-  BOSCH-  AMOLADORA 5"" (GWS 7-115    8-115)",10109.485,
CAR9137,"J. CARBON-  DEWALT- AMOLADORA 4½"" (DW849) Y SIERRA (304 301 351)",10133.732,
CAR9138,J. CARBON-  DEWALT- SIERRAS PULIDORAS (358 359 389 705),9602.008,
CAR9139,J. CARBON-  DEWALT-   MARTILLO (D25730 25600 DW 540 541 543),11734.231,
CAR9162,"J. CARBON-  MAKITA-  AMOLADORA 4½"" (9607/9 MLT100) (SALKOR SENS. SC614)",9602.008,
CAR9164,"J. CARBON-  MAKITA-  AMOLADORA 4½"" (CB 203 /204 GA 730 9027 9029)",11734.231,
CAR9165,J. CARBON-  MAKITA-  (CB 101) CEPILLO 1100 LIJADOR 9924 9207 9201),10133.732,
CAR91515,J. CARBON-  BLACK & DECKERT- (1121 1521 1622 2224 DEWLAT DW 448 818),10668.570,
CAR9224,J. CARBON-  B & DECKERT- TALADRO. ( 7930 7933 7950 7935),9034.895,
CAR9228,"J. CARBON-  BLACK & DECKER-  AMOLADORA 4½"" (G730)",9091.582,
CAR9231,J. CARBON-  BOSCH-  SIERRA (15510),10133.732,
CAR9259,"J. CARBON-  DEWALT-  AMOLADORA  4½"" (D28111 28112 28143)",10500.476,
CAR9308,J. CARBON-  BORDEADORAS Y GENERICOS VARIOS,4886.280,
CAR93898,J. CARBON-  DOWEN PAGGIO / BTA ROTOMARTILLO SDS 40 PLUS,9597.830,
CAR9410,"J. CARBON-  B & DECKERT-  AMOLADORA 4½"" (KG 725 900 915 CD 110 115)",9091.582,
CAR9411,"J. CARBON-  MAKITA-  AMOLADORA 4½"" (CB 70A 6404 6501 BO 5000 N9514B)",7468.392,
CAR9412,"J. CARBON-  MAKITA  AMOLADORA 4½"" (CB 419  HR 2020 2450 HP162)",10133.732,
CAR9534,J. CARBON-  EINHELL-  TALADROS (BT ID 710 850 550E),1971.420,
CAR9536,"J. CARBON-  EINHELL-  AMOLADORA 4½"" (RT AG 115  B&D G720 MOD. NUEVO)",7990.205,
CAR9548,"J. CARBON-  MAKITA-  AMOLADORA 4½"" (9500 CB 65/75)",7468.392,
CAR9550,"J. CARBON-  MAKITA-  AMOLADORA 4½"" (6500 9524 9527 6021 CB 408/401)",10133.732,
CAR9551,J. CARBON-  MAKITA-  (5020 5021 6020 6021 CB253),10133.732,
CAR9720,J. CARBON-  BLACK & DECKERT-  LIJADORA DS321 (SALKOR TAL. 13mm),7468.392,
CAR9849,J. CARBON-  DEWALT-  AMOLADORA  (DW 849X),10133.732,
CAR3,SET CARBONES CON 2 JUEGOS DE C/U. ,733084.747,
CAR33,SET CARBONES CON 5 JUEGOS DE C/U.,1817709.368,
,,,
,,,
,CARBONES,PRECIO UNIT.,
,DESCRIPCION,LISTA 1,
CAR172,J. CARBON-  PLUMITA-  BORDEADORAS,6757.621,
CAR201,J. CARBON-  B&DECKERT- TALADROS P8020 P5411 – SIERRA CIRC. KS810,11894.632,
CAR204,"J. CARBON-  B&DECKERT-  SKYL-  PEUGEOT-  AMOLAD. 4"" P –5411 –KG11",11065.124,
CAR211,"J. CARBON-  B&DEKERT - DEWALT - AMOLADORA 4½"" – KG10 ",11065.124,
CAR218,J. CARBON-  BOSCH-  NAREX - SPIT- DSR 620 W DE 13mm A 24mm.,12573.464,
,TALADRO PERCUTOR Mod. GSB 20-2 701 WT 13mm.,0.000,
CAR220,J. CARBON-  BOSCH - METABO - NAREX - SPIT - AMOLADORA 7” y  9” ,18439.948,
,Mod.  1351/ 1352–1356 / 1357 - MARTILLO DEMOLEDOR Mod. 11311/ 1134,0.000,
,"AMOLADORA 7"" GWS 18-180  Y 9"" 23-230 MART. ELECTRONEUM.  GSH 10C ",0.000,
CAR225,"J. CARBON-  ARGENTEC- AMOLADORA 4” y 4½"" MODELO 100/115",10332.026,
CAR233,J. CARBON-  POWER TOOLS-  HITACHI-  COBRA-  SHANGAI - AMOL Y TAL. ,12540.610,
,"AMOLADORA 4"" - 4½"" - 5"" - G10SF -  G12SI - CIZALLA CE16-",0.000,
,ROEDORA CN16 – TALADRO  DV20 – VTP 13 – VTP 19,0.000,
CAR280,"J. CARBON-  DEWALT-   402 AMOLADORA 4½"" CABLE CORTO",14014.736,
,507 / 501 TALADRO 13mm -    DW 412-   LIJADORA ORBITAL,0.000,
CAR282,J. CARBON-  DEWALT-  474 AMOLADORA. ANG. 7” - 705 INGLEATADORA.,14754.405,
CAR283,J. CARBON-  DEWALT-  TALADRO 107  10mm – CABLE LARGO,13279.373,
,DW 501/507 TALADRO PERCUTOR  10/13mm. CABLE LARGO ( 302 ),0.000,
CAR21004,J. CARBON-  BOSCH- HILTI- METABO- NAREX- SPIT- TALADROS PERCUSION,12573.464,
,10mm 450W - TALADRO 1106 / 3246 / 1163 / 1184 -   LIJADORA  BANDA PBS 75A,0.000,
,LIJADORA EXCÉNTRICA GEX 150 AC. - LLAVE DE IMPACTO  1436,0.000,
CAR21005,"J. CARBON-  BOSCH-  HILTI-  SPIT-  AMOLADORA ANG. 4½"" 115mm  9003 720W",12573.464,
CAR21006,J. CARBON-  BOSCH ATORNILLADOR TALADRADORA  GSR 6-40TE- R6- 40TE,12540.610,
,LIJADORA ORBITAL PSS 23- TALADRO PERC. 13-16mm 520w  CSB 520-2,0.000,
CAR21009,J. CARBON-  MARTINS- EINSTEIN -LIJAD.TALADRO PES. MHV2 / MK 11 / MC3 ,11803.207,
,LIJADORA PULIDORA - MCH2V LUST. LIJAD  MHV2 PULIDORA MHV1 ,0.000,
,TALADRO ML5N  ML16N GIRO PER MP13-N2 TALADRO PESADO ME-5 /MI-9,0.000,
CAR21010,J. CARBON-   ARGENTEC- ALCE TALADRO MARK – NTG – NTX – LO -LV,11797.769,
CAR21011,J. CARBON-   ARGENTEC TALADRO MINI 8 y 10mm. – N210 - 213,9587.712,
CAR21012,J. CARBON-   ARGENTEC-  LIJADORA  / PULIDORA LIXA,11797.769,
CAR21013,J. CARBON-   ARGENTEC-  AMOLADORA 7”  AL 180,13273.595,
CAR21014,J. CARBON-   HITACHI-  POWER TOOLS-  SHANGAI-  COBRA-  JEPSON ,14754.405,
,AMOLADORA  7” y  9” /SIERRA CIRCULAR - C33 C7100 AM –A8180 POWER TOOLS,0.000,
CAR21017,J. CARBON-  HITACHI- P. TOOLS- SHANGAI- COBRA- CORT.SENS. HU 12 / 14,14014.736,
CAR21025,J. CARBON-  ARGENTEC- STAYER AMOLADORA 7” -9” SA 10 / 12 - AG180,18439.948,
CAR21026,J. CARBON-  STAYER AMOLADORA  4 ½“ SA 107 /AMOLAD. RECTA SD25-A,7451.181,
CAR21031,J. CARBON-   BORDEADORAS,6757.621,
CAR21032,J. CARBON-  MARTINS-  EINSTEIN-  AMOLADORA 4 ½“ -MP635.,10328.627,
,CALADORA MC2000 – LIJADORA MH40- RECTIFICADORA CUELLO LARGO  MP36,0.000,
CAR21052,J. CARBON-  BLACK & DECKERT-  TALADRO PERCUTOR BH 100 10mm 450W. ,6749.917,
,BH 150 10 MM 2 VEL 450 W /  BH 200 10mm VELOCIDAD VARIABLE REVER 450W,0.000,
,TALADRO PERCUTOR BH 300 13mm VELOCIDAD VARIABLE REVER 500W,0.000,
CAR301,"J. CARBON-  DEWALT-  AMOLADORA 7"" / 9"" - 478 / 492 ",18439.948,
CAR315,"J. CARBON-  CHINAS- GLADIATOR- SKIL- STINGRAY JIG- SAW- AMOLAD 4½""",10328.627,
CAR320,J. CARBON-   ASPIRADORA INDUSTRIAL ,14667.739,
CAR340,J. CARBON-  DOWEN PAGGIO-  AMOLADORA  ANGULAR 115mm AA115H 710W,14014.736,
 ,AMOLADORA ANGULAR 115mm MOD AA115SP 900 W,0.000,
CAR341,J. CARBON-  DOWEN PAGGIO-  AMOLADORA  ANGULAR 180mm  AA180SP 1800W,14754.405,
,AMOLADORA ANGULAR 230mm MODELO AA230SP 1800W,0.000,
CAR346,J. CARBON-  DOWEN PAGGIO-  TALADRO PERCUTOR 13mm TP131P 1050W,14754.405,
CAR351,J. CARBON-  DOWEN PAGGIO-  SIERRA CALADORA  SC80SP 580W (2 GUIA),11050.283,
CAR356,J. CARBON-  DOWEN PAGGIO-  115mm 710 W ( MODELO NUEVO ),12847.172,
CAR358,J. CARBON-  DOWEN PAGGIO-  ROTOMARTILLO SDS PLUS 30mm  RM30P 1020W,14014.736,
CAR398,J. CARBON-  BLACK & DECKERT- AMOLADORA 4½ Mod. G72,12573.464,
CAR399B,"J. CARBON-  BLACK & DECKERT- BTA - AMOLADORA  4½"". G72 (2GUIAS)",11050.283,
CAR402,J. CARBON-  ENCERADORAS YELMO- ULTACOMB -ELECTROLUX,13273.595,
CAR403,J. CARBON-  ENCERADORAS  YELMO EXTRACHATAS -ULTRACOMB,13273.595,
CAR600,"J. CARBON-  GAMA-  AMOLADORA  4½"" ART HG 003",10668.157,
CAR1,SET CARBONES CON 2 JUEGOS DE C/U,993744.471,
CAR2,SET CARBONES CON 5 JUEGOS DE C/U,2484361.176,
,,,
,,,
,,,
,"PLASTICOS PARA TAPIZADO, BAGUETAS Y PANELES (SET 1)",PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
PL001,001             GRAMPA TAPIZADO R18 - R11             ,1918.777,
PL002,002             GRAMPA TAPIZADO DUNA - 128 - 147,992.657,
PL004,AU994        FIJACION CONSOLA GACEL,1218.295,
PL005,AU978        FIJACION OPTICA FIAT 128,1352.111,
PL006,AU993        TUERCA AUTORROSCANTE GACEL,1619.743,
PL007,AU977        FIJACION PATENTE FIAT,1084.478,
PL008,AU979        REGISTRO FARO FIAT 125,1218.295,
PL009,AU566        TUERCA AUTORROSCANTE FIAT,1218.295,
PL010,AU798        FIJACION CAPOT FIAT 125,1218.295,
PL011,AU798/80   TUERCA PARRILLA DUNA - UNO,1432.401,
PL012,067             TUERCA AUTORROSCANTE PEUGEOT,1619.743,
PL013,105             TUERCA AUTORR. FIAT - PEUGEOT,1887.376,
PL014,AU740        TUERCA AUTORROSCANTE FIAT,1218.295,
PL015,AU002        GRAMPA TAPIZADO PEUGEOT 405,1485.927,
PL016,AU1022      NEGRO GRAMPA TAPIZADO R9 - R11 - R18,1592.980,
PL017,AU1026      GRAMPA TAPIZ.TECHO PEUGEOT 405,1432.401,
PL018,AU005        GRAMPA TAPIZADO UNO - TIPO,1619.743,
PL019,AU001        GRAMPA TAPIZADO GOL,1190.603,
PL020,AU003        GRAMPA TAPIZADO DUNA - UNO,1271.821,
PL021,AU996        GRAMPA TAPIZADO FIAT 147 - 128,1245.058,
PL022,AU1004      FIJACION BAGUETA SPAZZIO,1539.454,
PL023,AU013/8     GRAMPA TAPIZADO PEUGEOT 504,1226.112,
PL024, 000            ARANDELAS VARIAS,1226.112,
PL025,DISCONTINUADO (033) GRAMPA MEDIA COLIZA PUERTA RENAULT,1360.041,
SETPL1,GRAMPAS PLASTICAS CON 15 PIEZAS DE CADA UNO + DISPLEY Y CAJAS,497835.139,
,,,
,,,
,"PLASTICOS PARA TAPIZADO, BAGUETAS Y PANELES (SET 2)",PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
PL098,076 B         GRAMPATAPIZADO SIENA - PALIO,1138.005,
PL108,108             GRAMPA TAPIZADO GOL AB9,1619.743,
PL110,110             GRAMPA TAPIZADO FIAT DUNA - UNO,1218.295,
PL112,012             G.CAPOT FIAT DUNA - 147 (gasolero),1218.295,
PL124,133             CLIP DE TAPIZADO PEUGEOT VARIOS ,1352.111,
PL126,138             G.TAPIZADO PICK UP FORD M/NUEVO,1887.376,
PL128,028             GR.PANEL BAUL/PUERTA ESCORT,1352.111,
PL135,035             GR.TAPIZADO RENAULT 19 RN - RT,2288.824,
PL138,038             GR.TAPIZADO RENAUKT 21-21 BREAK,1726.796,
PL143,043             GR.VARILLA CAPOT RENAULT 19 ,1619.743,
PL147,AU1146      GRAMPA TAPIZADO PEUGEOT CITROEN TODOS,1780.323,
PL152,052             FIJ.PATENTE FORD - VOLKSWAGEN,1485.927,
PL163,163             FIJACION PARAGOLPES FORD KA,3091.722,
PL172,072             GR.VARILLA CAPOT 205 - 306 - 406,1994.429,
PL175,075             GR.BAGUETA RENAULT 19 RN/COUPE,870.372,
PL177,077             GR.MANTA DE CAPOT RENAULT CLIO,1210.475,
PL179,079             GR.TAPIZADO CHEVROLET CORSA,1405.637,
PL182,082             GR.TAPIZADO RENAULT EXPRESS,2074.718,
PL183,083             GRAMPA TAPIZADO FORD KA,2288.824,
PL184,084             GRAMPA PARAGOLPES FORD KA,1753.560,
SETPL2,GRAMPAS PLASTICAS CON 15 PIEZAS DE CADA UNO + DISPLEY Y CAJAS,474355.899,
,,,
,,,
,"PLASTICOS PARA TAPIZADO, BAGUETAS Y PANELES (SET 3)",PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
PL195,195             GRAMPA TAPIZADO VOLKWAGEN,1245.058,
PL196,AU1075      CLIP TAPIZ.Y TAPA/RUEDA PEUGEOT ,1435.927,
PL197,AU997        CLIP TAPIZADO PEUGEOT 504/505,1245.058,
PL198,047             GR.PASACABLE OMEGA UNIVERSAL,1084.478,
PL200,AU044         CLIP TAPIZADO GOL-SAVEIRO-GOLF,1096.237,
PL201,AU1054       CLIP DE TAPIZ. ESCORT-FOCUS-MON.,1578.124,
PL202,AU1090       BROCH/PASARUEDA INT.206-306-307,1646.507,
PL203,AU1085       GR.FIJ.MANTA CAPOT ASTRA-CORSA,2128.245,
PL204,AU1056       CLIP DE TAPIZADO POLO-GOL,1619.743,
PL205,AU1077       CLIP DE BAG.LAT.Y TRAS.PARTNER,1888.008,
PL206,AU10084A   TUERCA AUTOR.CHEVROLET VARIOS,1290.173,
PL207,AU1072       CLIP MANTA/CAPOT VOLKSWAGEN,1887.376,
PL210,AU1074       CLIP DE PARRILLA 106-206-306,2449.404,
PL211,AU1102       GR.TAPIZ.PUERTA BLASER/CORSA,1646.507,
PL212,AU1093       GR.PASARUEDA RENAULT MEGANE,1887.376,
PL213,AU737A      GR.MANTA/CAPOT FIAT PALIO-SIENA,1592.980,
PL214,207              GR.TAPIZ.RENAULT 9-19-EXPRESS,1352.111,
PL215,AU1053       GR. MOLDURA ZOCALO PALIO-SIENA,1619.743,
PL216,AU1076       CLIP DE BAGUETA/PUERTA 306-307,1887.376,
